1960	0.085384	0.087782
1970	0.014891	0.084450
1980	0.054681	0.084748
1990	0.083769	0.084833
2000	0.074043	0.086264
2010	0.041153	0.086952
2020	0.100377	0.086061
2030	0.023135	0.087705
2040	0.098723	0.088634
2050	0.027590	0.089651
2060	0.182727	0.089611
2070	0.010256	0.107306
2080	0.129959	0.092178
2090	0.033628	0.092476
2100	0.066888	0.093659
2110	0.053834	0.102345
2120	0.043260	0.095274
2130	0.007305	0.095924
2140	0.047975	0.097636
2150	0.020934	0.098066
2160	0.009496	0.107993
2170	0.027400	0.106114
2180	0.053373	0.101011
2190	0.036099	0.101156
2200	0.134408	0.103059
2210	0.082936	0.114400
2220	0.107538	0.105029
2230	0.073791	0.105959
2240	0.028991	0.109766
2250	0.088390	0.107573
2260	0.019494	0.108354
2270	0.050059	0.117830
2280	0.057303	0.109715
2290	0.129787	0.111655
2300	0.013113	0.112495
2310	0.043999	0.132174
2320	0.124146	0.123093
2330	0.068346	0.115068
2340	0.023903	0.133233
2350	0.179069	0.115902
2360	0.293463	0.134136
2370	0.126938	0.113373
2380	0.055495	0.116150
2390	0.167955	0.117048
2400	0.050603	0.118031
2410	0.026118	0.120168
2420	0.438175	0.119886
2430	0.021389	0.121927
2440	0.027319	0.121540
2450	0.022068	0.123081
2460	0.065038	0.124093
2470	0.046922	0.122533
2480	0.038550	0.124085
2490	0.001285	0.133976
2500	0.106872	0.126911
2510	0.122117	0.127813
2520	0.004762	0.129830
2530	0.203323	0.128943
2540	0.019271	0.131552
2550	0.040466	0.132008
2560	0.133271	0.132368
2570	0.044934	0.133145
2580	0.143704	0.138586
2590	0.161903	0.135272
2600	0.140712	0.143804
2610	0.104386	0.138596
2620	0.003083	0.138629
2630	0.007976	0.140361
2640	0.037508	0.140115
2650	0.020390	0.141944
2660	0.066763	0.143315
2670	0.054038	0.143335
2680	0.343332	0.144346
2690	0.094781	0.146108
2700	0.004980	0.146010
2710	0.390015	0.148480
2720	0.120974	0.169308
2730	0.143452	0.150366
2740	0.476113	0.161266
2750	0.147573	0.152743
2760	0.081353	0.153759
2770	0.050556	0.153716
2780	0.057832	0.156100
2790	0.043131	0.156977
2800	0.052431	0.157766
2810	0.015591	0.159792
2820	0.334232	0.161313
2830	0.341213	0.160571
2840	0.188907	0.162685
2850	0.060310	0.163078
2860	0.060963	0.165345
2870	0.068487	0.165081
2880	0.067707	0.167551
2890	0.152270	0.174850
2900	0.026653	0.169477
2910	0.010252	0.171165
2920	0.047561	0.172419
2930	0.045940	0.182471
2940	0.056044	0.174059
2950	0.120491	0.175435
2960	0.108085	0.177194
2970	0.204292	0.196177
2980	0.172244	0.178847
2990	0.381718	0.180470
3000	0.152808	0.181792
3010	0.029364	0.182148
3020	0.077141	0.184391
3030	0.012850	0.184610
3040	0.289418	0.193952
3050	0.242932	0.188136
3060	0.390748	0.188244
3070	0.046122	0.194305
3080	0.013425	0.192539
3090	0.295987	0.193831
3100	0.212789	0.194843
3110	0.178602	0.195172
3120	0.019619	0.196925
3130	0.321889	0.196434
3140	0.603333	0.207164
3150	0.359344	0.200725
3160	0.089777	0.205822
3170	0.229436	0.202138
3180	0.489573	0.204598
3190	0.806488	0.205134
3200	0.338924	0.206513
3210	0.020271	0.207942
3220	0.149162	0.208889
3230	0.082025	0.210823
3240	0.316194	0.211638
3250	0.101156	0.212248
3260	0.172011	0.213931
3270	0.118948	0.215326
3280	0.590372	0.216508
3290	0.011699	0.217749
3300	0.094046	0.220054
3310	0.256889	0.221171
3320	0.046919	0.222835
3330	0.133502	0.232809
3340	0.063768	0.225261
3350	0.190668	0.225963
3360	0.050197	0.228488
3370	0.089114	0.229498
3380	0.194850	0.229948
3390	0.019591	0.231855
3400	1.207841	0.232476
3410	0.065160	0.236397
3420	0.253219	0.235831
3430	0.017773	0.237682
3440	0.059553	0.238193
3450	0.279096	0.238649
3460	0.132071	0.241118
3470	0.000850	0.242394
3480	0.005385	0.243800
3490	0.033773	0.243803
3500	0.512750	0.251771
3510	0.229176	0.247545
3520	0.184881	0.248708
3530	0.069066	0.251238
3540	0.126090	0.252343
3550	0.050190	0.254416
3560	0.196615	0.254660
3570	0.098970	0.256553
3580	0.160389	0.258335
3590	0.090223	0.269529
3600	0.009908	0.260765
3610	0.223837	0.262083
3620	0.224409	0.285543
3630	0.188025	0.286968
3640	0.320997	0.290420
3650	0.319998	0.267719
3660	0.084468	0.271197
3670	0.112624	0.269630
3680	0.369910	0.271522
3690	0.275454	0.273929
3700	0.261646	0.274450
3710	0.333916	0.278004
3720	0.036253	0.290235
3730	0.414472	0.284410
3740	0.032252	0.281534
3750	0.481822	0.284429
3760	0.022375	0.284994
3770	0.180318	0.285452
3780	0.024416	0.292738
3790	0.168827	0.296071
3800	0.057614	0.290078
3810	0.014519	0.299752
3820	0.052208	0.293929
3830	0.202661	0.302642
3840	0.511267	0.297488
3850	0.293152	0.299546
3860	0.197357	0.302251
3870	0.028475	0.303509
3880	0.075597	0.305367
3890	0.012565	0.309909
3900	0.124887	0.329148
3910	0.546452	0.329309
3920	0.316522	0.315604
3930	0.547296	0.319202
3940	0.056428	0.311988
3950	0.170796	0.313545
3960	0.435931	0.334108
3970	0.145125	0.316630
3980	0.601635	0.319443
3990	0.494642	0.321466
4000	0.127370	0.322612
4010	0.047080	0.324561
4020	0.123029	0.325714
4030	0.397332	0.327452
4040	0.899767	0.329430
4050	0.214687	0.348148
4060	0.106971	0.364721
4070	0.169542	0.363884
4080	0.077341	0.369760
4090	0.148456	0.374836
4100	0.354955	0.341858
4110	0.075156	0.350530
4120	0.028861	0.354647
4130	0.307943	0.349788
4140	0.083774	0.356631
4150	0.049658	0.349618
4160	0.158155	0.351542
4170	0.695219	0.353865
4180	0.252645	0.354649
4190	0.254048	0.354459
4200	0.069433	0.365026
4210	0.555322	0.357348
4220	1.013084	0.359150
4230	0.644442	0.358111
4240	0.126563	0.369523
4250	0.385974	0.362453
4260	0.684918	0.364402
4270	0.141707	0.378253
4280	0.113595	0.372086
4290	0.778404	0.377298
4300	0.220199	0.375081
4310	0.251995	0.376035
4320	0.784597	0.375792
4330	0.762056	0.388753
4340	0.178772	0.382563
4350	0.185889	0.385334
4360	0.358458	0.394902
4370	0.001723	0.384803
4380	0.127831	0.386583
4390	0.297402	0.391354
4400	0.455486	0.392824
4410	0.001996	0.389633
4420	0.414619	0.394757
4430	0.258908	0.394325
4440	0.636390	0.395771
4450	1.028334	0.397024
4460	0.331095	0.397126
4470	0.183992	0.401712
4480	0.228484	0.401361
4490	0.101656	0.405676
