10	0.000007	0.000015
20	0.000032	0.000029
30	0.000010	0.000058
40	0.000098	0.000095
50	0.000053	0.000135
60	0.000304	0.000185
70	0.000443	0.000154
80	0.000184	0.000180
90	0.000170	0.000211
100	0.000607	0.000303
110	0.000017	0.000429
120	0.000407	0.000381
130	0.000316	0.000421
140	0.000994	0.000471
150	0.000049	0.000557
160	0.000484	0.000647
170	0.000874	0.000751
180	0.001114	0.001082
190	0.003990	0.001139
200	0.000505	0.001131
210	0.001541	0.001029
220	0.002753	0.001470
230	0.000593	0.001565
240	0.001572	0.001797
250	0.000123	0.001795
260	0.005105	0.001518
270	0.000668	0.002441
280	0.001399	0.001982
290	0.001934	0.001919
300	0.001281	0.001964
310	0.000104	0.002172
320	0.000396	0.002670
330	0.000385	0.002447
340	0.002412	0.003471
350	0.000137	0.003527
360	0.002067	0.003883
370	0.002630	0.003293
380	0.002713	0.003128
390	0.004007	0.003536
400	0.000996	0.003416
410	0.001466	0.003928
420	0.007446	0.005342
430	0.002266	0.004006
440	0.002018	0.005497
450	0.000232	0.004856
460	0.002117	0.005303
470	0.006746	0.005581
480	0.002337	0.005560
490	0.001059	0.005384
500	0.007387	0.005941
510	0.004637	0.006018
520	0.006024	0.006308
530	0.004828	0.006063
540	0.000408	0.007151
550	0.002194	0.007463
560	0.002601	0.009688
570	0.020973	0.007204
580	0.000441	0.007994
590	0.004996	0.010641
600	0.008454	0.008514
610	0.002458	0.008723
620	0.000243	0.010169
630	0.002424	0.012068
640	0.006171	0.009704
650	0.014581	0.010410
660	0.009287	0.010398
670	0.023343	0.009657
680	0.017980	0.011362
690	0.000592	0.011494
700	0.008237	0.012506
710	0.001395	0.011965
720	0.001891	0.014093
730	0.010521	0.012577
740	0.002109	0.013416
750	0.001711	0.013466
760	0.001900	0.014005
770	0.002905	0.015256
780	0.004628	0.014615
790	0.013528	0.013821
800	0.004508	0.017330
810	0.003949	0.015589
820	0.019777	0.014901
830	0.036897	0.014980
840	0.016861	0.015868
850	0.009073	0.016410
860	0.007034	0.019935
870	0.002110	0.018797
880	0.007644	0.018185
890	0.006903	0.018393
900	0.017089	0.017771
910	0.014900	0.019394
920	0.002373	0.021277
930	0.009659	0.019724
940	0.031867	0.019183
950	0.015330	0.019596
960	0.006725	0.021151
970	0.023516	0.027872
980	0.010084	0.021884
990	0.043948	0.022313
1000	0.014313	0.021906
1010	0.005309	0.023082
1020	0.023111	0.024329
1030	0.006473	0.024085
1040	0.039397	0.033185
1050	0.015332	0.025131
1060	0.014856	0.025859
1070	0.030002	0.029009
1080	0.007934	0.030672
1090	0.023778	0.025453
1100	0.005373	0.026726
1110	0.001588	0.030376
1120	0.002181	0.034384
1130	0.028531	0.027756
1140	0.013310	0.028078
1150	0.006855	0.028768
1160	0.001659	0.029612
1170	0.000905	0.030776
1180	0.001661	0.030253
1190	0.008739	0.032368
1200	0.025881	0.031561
1210	0.011183	0.031635
1220	0.044541	0.032208
1230	0.025001	0.032703
1240	0.029731	0.033171
1250	0.001731	0.034299
1260	0.058202	0.043045
1270	0.000464	0.035006
1280	0.017227	0.035275
1290	0.003186	0.036224
1300	0.029653	0.037294
1310	0.021467	0.037020
1320	0.027366	0.037955
1330	0.007253	0.038488
1340	0.017820	0.051647
1350	0.008239	0.046926
1360	0.009185	0.047377
1370	0.016430	0.039844
1380	0.036948	0.040879
1390	0.009806	0.041331
1400	0.018882	0.041699
1410	0.083525	0.042468
1420	0.034857	0.042957
1430	0.021799	0.043507
1440	0.004852	0.044123
1450	0.014161	0.044869
1460	0.008788	0.045371
1470	0.000547	0.046124
1480	0.006154	0.046483
1490	0.083525	0.047434
1500	0.017456	0.047795
1510	0.044911	0.047920
1520	0.015892	0.054733
1530	0.064685	0.050421
1540	0.035181	0.049780
1550	0.023499	0.051001
1560	0.116478	0.051756
1570	0.052166	0.052799
1580	0.047786	0.053367
1590	0.008490	0.053790
1600	0.065923	0.054164
1610	0.022904	0.061788
1620	0.092229	0.055785
1630	0.068549	0.056769
1640	0.025963	0.056831
1650	0.116870	0.067024
1660	0.013830	0.058721
1670	0.086691	0.059426
1680	0.021153	0.066768
1690	0.000969	0.067219
1700	0.012059	0.061545
1710	0.000130	0.062401
1720	0.044470	0.063145
1730	0.040992	0.063897
1740	0.033526	0.073697
1750	0.021389	0.065569
1760	0.046995	0.066184
1770	0.097459	0.066353
1780	0.004077	0.064565
1790	0.049246	0.064974
1800	0.013653	0.065544
1810	0.018826	0.066991
1820	0.038504	0.074370
1830	0.086866	0.068151
1840	0.043524	0.072316
1850	0.159656	0.070025
1860	0.111392	0.072406
1870	0.027421	0.085265
1880	0.051551	0.076006
1890	0.000041	0.081876
1900	0.043115	0.078862
1910	0.123167	0.079423
1920	0.056648	0.103684
1930	0.002535	0.080373
1940	0.073905	0.085632
1950	0.004194	0.089698
